rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,sample_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge
82,A,Connor McDavid,EDM,VGK,0,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.683,0.683,21.02,23.10,1.09000,0.5000
83,A,Connor McDavid,EDM,VGK,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.683,0.683,21.02,23.10,1.09000,0.5000
84,A,Evan Bouchard,EDM,VGK,0,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.143,0.413,24.26,24.65,1.09000,0.5000
85,A,Evan Bouchard,EDM,VGK,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.143,0.413,24.26,24.65,1.09000,0.5000
86,A,Leon Draisaitl,EDM,VGK,0,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.517,0.667,21.24,21.95,1.09000,0.5000
87,A,Leon Draisaitl,EDM,VGK,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.517,0.667,21.24,21.95,1.09000,0.5000
88,A,Sam Malinski,COL,MIN,1,SKATER,D,Shots On Goal,shots_on_goal,3.5,UNDER,94.6%,100.0%,100.0%,75.0%,83.3%,5,10,20,30,2.60,2.20,2.05,1.70,-0.9,-1.3,3,4,3,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.435,0.016,18.40,16.93,1.08930,0.4458
89,A,Ivan Barbashev,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,98.9%,100.0%,100.0%,95.0%,96.7%,5,10,20,30,1.60,1.50,1.35,1.57,-1.9,-2.0,1,2,2,30,SECONDARY,NO_PP,WEAK,27,3.429,0.000,0.000,0.698,0.032,17.08,16.30,1.08790,0.4892
90,A,Jason Robertson,DAL,CHI,1,SKATER,F,Points,points,2.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,0.40,0.70,0.80,1.00,-2.1,-1.8,0,0,1,30,ELITE,PP1_STAR,AVERAGE,23,3.242,0.000,0.000,1.194,0.500,16.42,19.95,1.08580,0.4858
91,A,Tomas Hertl,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,96.8%,100.0%,100.0%,90.0%,83.3%,5,10,20,30,3.20,2.40,2.30,2.53,-0.3,-1.1,3,4,0,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.857,0.365,16.30,17.33,1.08450,0.4683
92,A,Viktor Arvidsson,BOS,PIT,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,93.2%,100.0%,90.0%,85.0%,90.0%,5,10,20,30,2.80,3.30,2.80,2.37,-1.7,-1.2,1,5,4,30,SECONDARY,PP_OCC,SOLID,9,2.968,0.000,0.000,0.660,0.140,16.86,14.47,1.08440,0.4325
93,A,Miro Heiskanen,DAL,CHI,1,SKATER,D,Shots On Goal,shots_on_goal,3.5,UNDER,93.2%,100.0%,90.0%,85.0%,90.0%,5,10,20,30,1.20,2.00,2.05,2.03,-2.3,-1.5,2,0,2,30,SECONDARY,PP_REGULAR,AVERAGE,23,3.242,0.000,0.000,0.867,0.350,24.52,25.88,1.08440,0.4325
94,A,Cale Makar,COL,MIN,1,SKATER,D,Shots On Goal,shots_on_goal,4.5,UNDER,86.0%,80.0%,90.0%,90.0%,90.0%,5,10,20,30,2.40,3.30,2.95,3.23,-2.1,-1.2,2,1,2,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.065,0.371,26.74,25.05,1.08320,0.3600
95,A,Evan Bouchard,EDM,VGK,0,SKATER,D,Shots On Goal,shots_on_goal,4.5,UNDER,88.7%,100.0%,80.0%,80.0%,86.7%,5,10,20,30,2.40,2.60,2.65,2.77,-2.1,-1.9,1,3,2,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.143,0.413,24.26,24.65,1.08310,0.3867
96,A,Shea Theodore,VGK,EDM,1,SKATER,D,Shots On Goal,shots_on_goal,2.5,UNDER,97.6%,100.0%,100.0%,95.0%,83.3%,5,10,20,30,1.60,1.50,1.85,1.97,-0.9,-1.0,2,2,1,30,SECONDARY,PP_OCC,WEAK,27,3.429,0.000,0.000,0.569,0.078,22.18,23.58,1.08290,0.4758
97,A,Jack Quinn,BUF,TB,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,94.7%,100.0%,100.0%,80.0%,76.7%,5,10,20,30,1.20,1.50,1.40,1.47,-0.3,0.0,3,1,0,30,SECONDARY,PP_OCC,,,,,,0.619,0.095,14.01,15.62,1.08030,0.4467
98,A,Connor McDavid,EDM,VGK,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,88.4%,100.0%,90.0%,75.0%,56.7%,5,10,20,30,1.80,1.90,2.40,2.70,-2.7,-2.6,1,4,4,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.683,0.683,21.02,23.10,1.08030,0.3842
99,A,Jared Spurgeon,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,PP_OCC,ELITE,1,2.500,0.000,0.000,0.281,0.078,20.80,19.87,1.08000,0.5000
100,A,Jared Spurgeon,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,PP_OCC,ELITE,1,2.500,0.000,0.000,0.281,0.078,20.80,19.87,1.08000,0.5000
101,A,Brock Nelson,COL,MIN,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.855,0.194,18.33,19.50,1.08000,0.5000
102,A,Brock Nelson,COL,MIN,1,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.855,0.194,18.33,19.50,1.08000,0.5000
103,A,Joel Eriksson Ek,MIN,COL,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.741,0.276,20.50,19.28,1.08000,0.5000
104,A,Mats Zuccarello,MIN,COL,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.864,0.341,20.21,18.82,1.08000,0.5000
105,A,Valeri Nichushkin,COL,MIN,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.698,0.075,21.19,17.93,1.08000,0.5000
106,A,Valeri Nichushkin,COL,MIN,1,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.698,0.075,21.19,17.93,1.08000,0.5000
107,A,Morgan Geekie,BOS,PIT,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.918,0.361,18.34,17.45,1.08000,0.5000
108,A,Artyom Levshunov,CHI,DAL,0,SKATER,D,Hits,hits,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,18,DEPTH,PP_OCC,ELITE,3,2.742,0.000,0.000,0.386,0.193,19.71,19.15,1.08000,0.5000
109,A,Tyler Bertuzzi,CHI,DAL,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.780,0.339,15.46,18.35,1.08000,0.5000
110,A,Victor Hedman,TB,BUF,0,SKATER,D,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,27,,,,,,,,,,30,SECONDARY,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.556,0.222,22.34,19.30,1.08000,0.5000
111,A,Victor Hedman,TB,BUF,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,27,,,,,,,,,,30,SECONDARY,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.556,0.222,22.34,19.30,1.08000,0.5000
112,A,Moritz Seider,DET,NJ,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.651,0.302,24.98,25.65,1.08000,0.5000
113,A,Moritz Seider,DET,NJ,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.651,0.302,24.98,25.65,1.08000,0.5000
114,A,Brock Nelson,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,88.8%,100.0%,80.0%,85.0%,80.0%,5,10,20,30,2.40,1.80,1.60,2.23,-2.1,-2.7,2,2,2,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.855,0.194,18.33,19.50,1.07400,0.3875
115,A,Connor McDavid,EDM,VGK,0,SKATER,F,Points,points,3.5,UNDER,98.2%,100.0%,100.0%,95.0%,90.0%,5,10,20,30,2.20,1.90,1.50,1.50,-1.3,-1.6,1,2,4,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.683,0.683,21.02,23.10,1.07250,0.4825
116,A,Leo Carlsson,ANA,STL,1,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,85.9%,100.0%,80.0%,75.0%,66.7%,5,10,20,30,2.80,2.20,2.00,1.80,1.3,0.7,2,8,0,30,ELITE,PP_REGULAR,WEAK,26,3.419,0.000,0.000,1.040,0.280,18.24,19.35,1.07230,0.3592
117,A,Jonas Brodin,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,1,2.500,0.000,0.000,0.333,0.022,24.23,21.08,1.07000,0.5000
118,A,Jonas Brodin,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,1,2.500,0.000,0.000,0.333,0.022,24.23,21.08,1.07000,0.5000
119,A,Yanni Gourde,TB,BUF,0,SKATER,F,Hits,hits,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,8,2.952,0.000,0.000,0.361,0.000,17.07,16.57,1.07000,0.5000
120,A,Alex Vlasic,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.262,0.000,21.46,21.15,1.07000,0.5000
121,A,Louis Crevier,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.254,0.000,14.64,16.57,1.07000,0.5000
122,A,Alex Vlasic,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.262,0.000,21.46,21.15,1.07000,0.5000
123,A,Louis Crevier,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.254,0.000,14.64,16.57,1.07000,0.5000
124,A,Frank Nazar,CHI,DAL,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,3,2.742,0.000,0.000,0.587,0.152,17.20,18.45,1.07000,0.5000
125,A,Alex Vlasic,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.262,0.000,21.46,21.15,1.07000,0.5000
126,A,Louis Crevier,CHI,DAL,0,SKATER,D,Blocked Shots,blocked_shots,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.254,0.000,14.64,16.57,1.07000,0.5000
127,A,Anthony Cirelli,TB,BUF,0,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_OCC,ELITE,8,2.952,0.000,0.000,0.698,0.075,17.78,17.33,1.07000,0.5000
128,A,Andrew Copp,DET,NJ,0,SKATER,F,Hits,hits,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SECONDARY,PP_OCC,,,,,,0.556,0.111,15.86,16.25,1.07000,0.5000
129,A,Mats Zuccarello,MIN,COL,0,SKATER,F,Assists,assists,1.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,1.20,0.70,0.45,0.37,-0.3,-0.8,2,0,0,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.864,0.341,20.21,18.82,1.06580,0.4858
130,A,Ross Colton,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,92.4%,100.0%,100.0%,65.0%,76.7%,5,10,20,30,2.00,1.60,1.80,1.67,-1.5,-1.9,4,2,2,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.373,0.000,11.92,12.88,1.06510,0.4242
131,A,Scott Wedgewood,COL,MIN,1,GOALIE,G,Goalie Saves,goalie_saves,23.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,24,GOALIE,N/A,ELITE,6,2.891,0.000,0.000,0.000,0.000,,,1.06000,0.5000
132,A,Rasmus Dahlin,BUF,TB,0,SKATER,D,Time On Ice,time_on_ice,25.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,0.915,0.305,23.83,24.52,1.06000,0.5000
133,A,Tage Thompson,BUF,TB,0,SKATER,F,Time On Ice,time_on_ice,19.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,1.06000,0.5000
134,A,Mattias Samuelsson,BUF,TB,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SECONDARY,NO_PP,,,,,,0.574,0.000,21.76,23.13,1.06000,0.5000
135,A,Mattias Samuelsson,BUF,TB,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SECONDARY,NO_PP,,,,,,0.574,0.000,21.76,23.13,1.06000,0.5000
136,A,Josh Norris,BUF,TB,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,25,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,0.920,0.280,16.36,16.00,1.06000,0.5000
137,A,Rasmus Dahlin,BUF,TB,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,0.915,0.305,23.83,24.52,1.06000,0.5000
138,A,Tage Thompson,BUF,TB,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,1.06000,0.5000
139,A,Alex DeBrincat,DET,NJ,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,1.000,0.286,18.66,18.15,1.06000,0.5000
140,A,Lucas Raymond,DET,NJ,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,,,,,,1.066,0.377,17.51,18.67,1.06000,0.5000
141,A,Jack Eichel,VGK,EDM,1,SKATER,F,Time On Ice,time_on_ice,21.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,WEAK,27,3.429,0.000,0.000,1.273,0.436,18.94,21.33,1.06000,0.5000
142,A,Jack Eichel,VGK,EDM,1,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,WEAK,27,3.429,0.000,0.000,1.273,0.436,18.94,21.33,1.06000,0.5000
143,A,Jack Eichel,VGK,EDM,1,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP1_STAR,WEAK,27,3.429,0.000,0.000,1.273,0.436,18.94,21.33,1.06000,0.5000
144,A,Zach Hyman,EDM,VGK,0,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,AVERAGE,19,3.190,0.000,0.000,0.977,0.318,17.23,20.23,1.06000,0.5000
145,A,Zach Hyman,EDM,VGK,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,ELITE,PP_REGULAR,AVERAGE,19,3.190,0.000,0.000,0.977,0.318,17.23,20.23,1.06000,0.5000
146,A,Jordan Kyrou,STL,ANA,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,95.4%,100.0%,90.0%,95.0%,96.7%,5,10,20,30,3.40,3.70,3.25,2.97,-1.1,-0.8,4,5,5,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.635,0.212,16.89,16.10,1.05870,0.4542
147,A,Dougie Hamilton,NJ,DET,0,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,97.2%,100.0%,100.0%,90.0%,86.7%,5,10,20,30,2.40,3.20,2.70,2.77,0.9,1.7,4,0,4,30,DEPTH,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.448,0.207,19.52,21.67,1.05830,0.4717
148,A,Darren Raddysh,TB,BUF,0,SKATER,D,Assists,assists,1.5,UNDER,91.5%,100.0%,90.0%,80.0%,80.0%,5,10,20,30,0.20,0.20,0.40,0.40,-1.3,-1.3,0,0,0,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.000,0.400,13.41,22.60,1.05500,0.4150
149,A,Braeden Bowman,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,WEAK,27,3.429,0.000,0.000,0.511,0.085,0.00,14.25,1.05410,0.4858
150,A,Kris Letang,PIT,BOS,1,SKATER,D,Shots On Goal,shots_on_goal,0.5,OVER,94.8%,100.0%,90.0%,95.0%,90.0%,5,10,20,30,1.60,2.50,2.15,2.13,1.1,2.0,1,2,2,30,DEPTH,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.482,0.161,23.29,21.93,1.05120,0.4475
151,A,Jesper Wallstedt,MIN,COL,0,GOALIE,G,Goalie Saves,goalie_saves,30.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,26,,,,,,,,,,25,GOALIE,N/A,ELITE,1,2.500,0.000,0.000,0.000,0.000,,,1.05000,0.5000
152,A,Jake Middleton,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,ELITE,1,2.500,0.000,0.000,0.246,0.000,22.27,17.90,1.05000,0.5000
153,A,Jake Middleton,MIN,COL,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,ELITE,1,2.500,0.000,0.000,0.246,0.000,22.27,17.90,1.05000,0.5000
154,A,Charlie McAvoy,BOS,PIT,0,SKATER,D,Time On Ice,time_on_ice,24.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.880,0.360,23.67,24.28,1.05000,0.5000
155,A,Elias Lindholm,BOS,PIT,0,SKATER,F,Faceoffs Won,faceoffs_won,10.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.816,0.388,17.40,17.73,1.05000,0.5000
156,A,Hampus Lindholm,BOS,PIT,0,SKATER,D,Blocked Shots,blocked_shots,2.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,17,DEPTH,PP_OCC,SOLID,9,2.968,0.000,0.000,0.438,0.083,20.06,22.05,1.05000,0.5000
157,A,Hampus Lindholm,BOS,PIT,0,SKATER,D,Blocked Shots,blocked_shots,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,17,DEPTH,PP_OCC,SOLID,9,2.968,0.000,0.000,0.438,0.083,20.06,22.05,1.05000,0.5000
158,A,Charlie McAvoy,BOS,PIT,0,SKATER,D,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.880,0.360,23.67,24.28,1.05000,0.5000
159,A,Elias Lindholm,BOS,PIT,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.816,0.388,17.40,17.73,1.05000,0.5000
160,A,Pavel Zacha,BOS,PIT,0,SKATER,F,Power Play Points,power_play_points,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.712,0.271,17.55,17.07,1.05000,0.5000
161,A,Sam Lafferty,CHI,DAL,0,SKATER,F,Hits,hits,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,19,19,0.00,0.00,0.00,0.00,,,0,0,0,19,SHUTDOWN,NO_PP,ELITE,3,2.742,0.000,0.000,0.105,0.000,8.55,8.90,1.05000,0.5000
162,A,Wyatt Kaiser,CHI,DAL,0,SKATER,D,Hits,hits,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,ELITE,3,2.742,0.000,0.000,0.207,0.000,18.49,19.12,1.05000,0.5000
163,A,Nico Hischier,NJ,DET,0,SKATER,F,Faceoffs Won,faceoffs_won,12.0,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.730,0.238,20.67,20.85,1.05000,0.5000
164,A,Timo Meier,NJ,DET,0,SKATER,F,Hits,hits,1.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,1.05000,0.5000
165,A,Jesper Bratt,NJ,DET,0,SKATER,F,Plus/Minus,plus/minus,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,10,20,30,,,,,,,,,,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.762,0.238,19.78,18.87,1.05000,0.5000
